year,sigungu,sigungu_code,agg_emi_s2_estab
2023,경기도 구리시,31120,8891.8388
2023,경기도 남양주시,31130,230.07766
2023,경기도 군포시,31160,23014.213
2023,경기도 하남시,31180,5533.0185
2023,경기도 이천시,31210,1889409.6
2023,경기도 포천시,31270,15.074
2023,경기도 여주시,31280,10013.257
2023,경기도 가평군,31570,189509
2023,강원도 춘천시,32010,2.79E+03
2023,강원도 동해시,32040,806517.7
2023,강원도 태백시,32050,0
2023,강원도 속초시,32060,4857.6489
2023,강원도 삼척시,32070,498727.74
2023,강원도 홍천군,32510,16654.533
2023,강원도 횡성군,32520,4078.2041
2023,강원도 양양군,32610,369813.38
2023,충청북도 제천시,33030,168757.54
2023,충청북도 영동군,33540,9564.9502
2023,충청북도 진천군,33550,113760.89
2023,충청북도 괴산군,33560,8857.2012
2023,충청북도 증평군,33590,12648.439
2023,충청남도 공주시,34020,9058.199
2023,충청남도 논산시,34060,38441.138
2023,충청남도 부여군,34530,7.09E+03
2023,충청남도 청양군,34550,18833.219
2023,충청남도 예산군,34570,58502.66
2023,충청남도 태안군,34580,156055.03
2023,전라북도 남원시,35050,5543.481
2023,전라북도 김제시,35060,4722.008
2023,전라북도 고창군,35570,7804.7651
2023,전라남도 순천시,36030,207503.61
2023,전라남도 나주시,36040,100416.48
2023,전라남도 강진군,36590,0
2023,전라남도 무안군,36620,4067.3486
2023,전라남도 영광군,36640,113456.24
2023,경상북도 안동시,37040,17960.777
2023,경상북도 청송군,37530,357762
2023,경상북도 성주군,37580,3579
2023,경상북도 칠곡군,37590,12872.345
2023,경상북도 예천군,37600,260896
2023,경상북도 봉화군,37610,754310.13
2023,경상북도 울진군,37620,157620
2023,경상남도 통영시,38050,83846.297
2023,경상남도 의령군,38510,38869.004
2023,경상남도 창녕군,38530,77840.627
2023,경상남도 하동군,38560,6.98E+04
2023,경상남도 산청군,38570,4.63E+05
2023,경상남도 거창군,38590,8088.4902
2023,제주특별자치도 제주시,39010,17143.719
2023,제주특별자치도 서귀포시,39020,11893.054
